,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
3755,27245,Male,Loyal Customer,33,Business travel,Eco Plus,1024,0,0,0,2,5,0,5,5,5,2,4,5,1,5,0,0,satisfied
3756,2354,Female,Loyal Customer,37,Business travel,Business,925,1,1,3,1,4,4,5,5,5,5,5,5,5,3,0,0,satisfied
3757,70541,Male,Loyal Customer,44,Business travel,Business,1258,5,5,5,5,2,4,5,5,5,5,5,3,5,5,27,26,satisfied
3758,60829,Female,Loyal Customer,56,Business travel,Business,680,4,4,4,4,2,3,3,4,4,4,4,4,4,4,0,0,neutral or dissatisfied
3759,22449,Female,Loyal Customer,64,Personal Travel,Eco,238,3,4,3,2,3,5,5,4,4,3,4,4,4,5,0,0,neutral or dissatisfied
3760,38069,Male,Loyal Customer,51,Business travel,Business,1237,3,3,3,3,4,4,3,3,3,3,3,2,3,1,13,0,neutral or dissatisfied
3761,102722,Male,Loyal Customer,17,Personal Travel,Eco,255,5,2,5,2,5,5,5,5,1,3,3,3,3,5,0,0,satisfied
3762,113978,Male,Loyal Customer,24,Business travel,Business,1750,3,3,3,3,5,4,5,5,3,4,3,5,5,5,1,2,satisfied
3763,54658,Female,disloyal Customer,22,Business travel,Eco,854,4,4,4,3,1,4,1,1,3,4,1,5,5,1,6,0,satisfied
3764,91396,Male,Loyal Customer,22,Business travel,Eco,2342,2,3,3,3,2,2,4,2,1,2,2,1,4,2,0,5,neutral or dissatisfied
3765,67987,Male,Loyal Customer,63,Business travel,Eco Plus,771,3,4,4,4,3,3,3,3,1,4,3,2,4,3,0,0,neutral or dissatisfied
3766,82630,Male,Loyal Customer,34,Personal Travel,Eco,528,2,5,2,2,2,2,4,2,1,3,1,5,1,2,0,0,neutral or dissatisfied
3767,118251,Female,Loyal Customer,51,Business travel,Eco,1788,4,4,4,4,1,3,3,4,4,4,4,1,4,2,0,6,neutral or dissatisfied
3768,35003,Male,Loyal Customer,7,Personal Travel,Eco,1182,3,5,2,2,1,2,1,1,4,5,5,3,4,1,0,0,neutral or dissatisfied
3769,13088,Female,Loyal Customer,23,Business travel,Business,2930,4,4,2,4,5,5,5,5,2,2,5,4,1,5,10,0,satisfied
3770,118791,Female,Loyal Customer,49,Personal Travel,Eco,325,2,2,2,3,2,3,3,2,2,2,1,2,2,4,9,8,neutral or dissatisfied
3771,43890,Male,Loyal Customer,32,Business travel,Eco,144,4,1,1,1,4,5,4,4,2,3,1,4,3,4,0,10,satisfied
3772,86086,Female,disloyal Customer,22,Business travel,Eco,164,2,0,2,4,3,2,3,3,3,5,5,4,4,3,0,0,neutral or dissatisfied
3773,124485,Male,Loyal Customer,42,Business travel,Business,3847,2,2,2,2,5,4,4,5,5,4,5,5,5,3,0,0,satisfied
3774,111586,Male,Loyal Customer,16,Personal Travel,Eco,883,3,4,3,3,1,3,1,1,5,3,4,2,3,1,0,0,neutral or dissatisfied
3775,51688,Female,Loyal Customer,47,Business travel,Business,3305,0,0,0,4,5,3,4,2,2,2,2,1,2,2,0,0,satisfied
3776,39237,Male,Loyal Customer,55,Business travel,Business,67,5,5,5,5,1,2,1,5,5,5,5,5,5,2,10,12,satisfied
3777,118130,Male,Loyal Customer,52,Business travel,Business,1488,5,5,4,5,2,4,4,5,5,5,5,3,5,3,21,2,satisfied
3778,58786,Female,Loyal Customer,29,Business travel,Eco,1012,2,5,5,5,2,2,2,1,2,2,2,2,4,2,156,157,neutral or dissatisfied
3779,77373,Male,Loyal Customer,22,Business travel,Business,1755,2,4,4,4,2,2,2,2,2,2,4,1,3,2,10,13,neutral or dissatisfied
3780,114841,Male,Loyal Customer,58,Business travel,Business,446,1,1,1,1,3,4,5,4,4,4,4,4,4,5,76,74,satisfied
3781,111427,Male,Loyal Customer,27,Personal Travel,Eco,896,5,4,5,3,4,5,1,4,4,3,4,5,4,4,0,0,satisfied
3782,15563,Male,disloyal Customer,23,Business travel,Eco,296,3,5,3,5,3,3,1,3,5,2,4,3,1,3,0,0,neutral or dissatisfied
3783,68125,Male,Loyal Customer,38,Personal Travel,Eco,813,0,1,0,4,5,0,2,5,4,2,3,2,4,5,0,1,satisfied
3784,107010,Male,Loyal Customer,44,Business travel,Business,2456,3,3,3,3,2,4,5,3,3,3,3,3,3,5,37,48,satisfied
3785,122336,Male,Loyal Customer,24,Personal Travel,Eco Plus,544,2,1,2,4,5,2,2,5,2,5,3,2,4,5,0,0,neutral or dissatisfied
3786,58891,Male,Loyal Customer,33,Business travel,Business,3549,2,2,2,2,5,5,5,5,3,3,4,3,5,5,6,0,satisfied
3787,20484,Male,disloyal Customer,43,Business travel,Eco,139,3,0,3,3,4,3,4,4,5,3,3,2,5,4,0,0,neutral or dissatisfied
3788,60960,Female,Loyal Customer,53,Business travel,Business,2163,1,1,1,1,5,5,4,4,4,4,4,4,4,3,0,0,satisfied
3789,91237,Male,Loyal Customer,41,Personal Travel,Eco,250,1,4,1,4,1,1,1,1,4,2,5,3,4,1,11,26,neutral or dissatisfied
3790,81234,Male,Loyal Customer,67,Personal Travel,Eco,449,2,5,4,3,2,4,2,2,5,5,4,4,4,2,0,0,neutral or dissatisfied
3791,45960,Male,Loyal Customer,16,Personal Travel,Eco Plus,913,3,5,2,2,2,2,2,2,3,4,3,2,5,2,0,0,neutral or dissatisfied
3792,103344,Male,Loyal Customer,40,Personal Travel,Eco,1139,2,5,2,1,1,2,1,1,3,5,4,3,5,1,0,0,neutral or dissatisfied
3793,31490,Female,Loyal Customer,42,Business travel,Business,853,3,3,3,3,1,1,5,3,3,2,3,5,3,5,5,7,satisfied
3794,6088,Female,disloyal Customer,40,Business travel,Business,691,3,3,3,4,1,3,1,1,2,5,4,4,3,1,37,65,neutral or dissatisfied
3795,11751,Female,Loyal Customer,32,Business travel,Business,1932,2,4,4,4,2,2,2,2,4,1,4,1,3,2,27,27,neutral or dissatisfied
3796,108196,Female,Loyal Customer,58,Business travel,Eco Plus,766,5,2,2,2,3,2,3,5,5,5,5,4,5,3,13,7,satisfied
3797,31280,Female,disloyal Customer,23,Business travel,Eco,133,3,2,3,4,1,3,1,1,2,4,3,2,4,1,0,0,neutral or dissatisfied
3798,118980,Female,Loyal Customer,39,Personal Travel,Eco Plus,570,1,2,2,4,2,2,2,2,4,5,4,2,4,2,14,15,neutral or dissatisfied
3799,117968,Female,Loyal Customer,25,Personal Travel,Eco,365,2,5,3,2,4,3,4,4,3,3,4,3,4,4,2,0,neutral or dissatisfied
3800,1789,Male,Loyal Customer,52,Business travel,Eco,500,1,2,2,2,1,1,1,1,4,5,3,1,4,1,16,13,neutral or dissatisfied
3801,77556,Male,Loyal Customer,44,Personal Travel,Eco,986,5,4,5,5,5,5,5,5,3,3,5,4,5,5,16,5,satisfied
3802,52636,Male,disloyal Customer,36,Business travel,Eco,160,3,3,3,3,2,3,1,2,1,2,3,2,4,2,0,0,neutral or dissatisfied
3803,117093,Male,Loyal Customer,56,Business travel,Business,2201,5,5,5,5,1,1,5,5,5,5,5,2,5,1,0,1,satisfied
3804,117155,Female,Loyal Customer,56,Personal Travel,Eco,304,3,3,3,4,2,3,4,2,2,3,2,2,2,2,3,0,neutral or dissatisfied
3805,12142,Male,Loyal Customer,36,Business travel,Business,2028,3,3,3,3,1,4,2,4,4,4,4,5,4,4,43,15,satisfied
3806,49591,Male,Loyal Customer,38,Business travel,Business,2734,4,4,4,4,4,3,1,4,4,4,4,2,4,1,0,4,satisfied
3807,38417,Female,Loyal Customer,38,Business travel,Business,2532,1,1,1,1,1,2,3,5,5,5,5,3,5,5,0,0,satisfied
3808,73472,Female,Loyal Customer,19,Personal Travel,Eco,1012,1,2,2,4,1,2,1,1,1,3,4,2,3,1,0,5,neutral or dissatisfied
3809,72874,Male,Loyal Customer,55,Business travel,Business,3596,1,1,4,1,3,4,5,5,5,5,5,4,5,5,1,2,satisfied
3810,98898,Female,Loyal Customer,59,Business travel,Business,169,3,1,1,1,1,3,1,3,1,3,3,1,3,1,169,153,neutral or dissatisfied
3811,3951,Male,Loyal Customer,28,Business travel,Business,1648,3,3,3,3,3,3,3,3,1,1,4,4,4,3,0,0,neutral or dissatisfied
3812,34060,Female,Loyal Customer,43,Business travel,Business,1674,2,2,2,2,2,4,2,5,5,5,5,4,5,2,0,0,satisfied
3813,62554,Male,Loyal Customer,30,Business travel,Business,1846,4,1,1,1,4,4,4,4,2,2,4,1,3,4,2,0,neutral or dissatisfied
3814,33445,Female,Loyal Customer,58,Personal Travel,Eco,2349,2,1,2,2,1,2,3,3,3,2,3,2,3,2,0,26,neutral or dissatisfied
3815,72538,Male,Loyal Customer,37,Business travel,Business,985,3,3,3,3,5,5,4,4,4,5,4,3,4,3,0,0,satisfied
3816,43661,Female,Loyal Customer,27,Business travel,Business,695,1,4,4,4,1,1,1,1,2,5,2,1,3,1,0,17,neutral or dissatisfied
3817,34347,Male,Loyal Customer,57,Business travel,Eco,541,4,1,1,1,3,4,3,3,1,1,4,2,2,3,0,0,satisfied
3818,75026,Female,Loyal Customer,34,Business travel,Business,3540,3,3,3,3,3,4,3,5,5,5,5,5,5,2,23,30,satisfied
3819,62132,Male,Loyal Customer,27,Business travel,Business,2434,4,4,4,4,4,4,4,4,3,5,5,3,4,4,4,0,satisfied
3820,57843,Female,Loyal Customer,32,Personal Travel,Eco,1491,2,4,2,1,5,2,5,5,5,5,4,3,5,5,8,0,neutral or dissatisfied
3821,91779,Male,Loyal Customer,40,Personal Travel,Eco,626,2,1,2,3,5,2,5,5,4,2,3,4,3,5,0,0,neutral or dissatisfied
3822,79756,Female,Loyal Customer,43,Business travel,Business,1076,5,5,3,5,5,4,5,5,5,5,5,3,5,5,8,57,satisfied
3823,28560,Male,disloyal Customer,41,Business travel,Business,2640,3,3,3,4,2,3,2,2,3,3,4,2,4,2,23,0,neutral or dissatisfied
3824,96755,Female,Loyal Customer,48,Business travel,Business,957,3,3,3,3,4,4,5,4,4,4,4,3,4,5,13,2,satisfied
3825,2833,Male,Loyal Customer,43,Business travel,Business,3159,2,2,2,2,5,5,5,5,5,5,5,5,5,4,0,5,satisfied
3826,70885,Male,disloyal Customer,55,Business travel,Business,1721,3,4,4,4,4,3,4,4,4,4,4,3,4,4,29,31,neutral or dissatisfied
3827,112859,Male,Loyal Customer,49,Business travel,Business,1523,4,4,4,4,3,5,4,5,5,5,5,5,5,3,0,0,satisfied
3828,5335,Male,Loyal Customer,46,Business travel,Business,2749,1,1,1,1,2,4,5,4,4,4,4,3,4,3,0,0,satisfied
3829,21027,Male,disloyal Customer,40,Business travel,Eco,152,4,0,4,4,4,2,4,4,4,4,1,4,3,4,138,130,satisfied
3830,100354,Female,Loyal Customer,11,Personal Travel,Eco,1034,2,5,3,1,4,3,4,4,5,2,5,4,4,4,0,0,neutral or dissatisfied
3831,80311,Male,disloyal Customer,34,Business travel,Eco,746,2,2,2,4,4,2,4,4,2,2,3,2,4,4,1,18,neutral or dissatisfied
3832,90904,Male,Loyal Customer,48,Business travel,Eco,545,2,2,1,2,2,2,2,2,3,4,4,4,4,2,0,0,neutral or dissatisfied
3833,65590,Female,Loyal Customer,42,Business travel,Business,175,0,4,0,2,5,5,5,3,3,5,5,5,3,5,98,140,satisfied
3834,95678,Male,disloyal Customer,42,Business travel,Business,237,1,1,1,4,2,1,2,2,4,4,5,5,5,2,5,8,neutral or dissatisfied
3835,123479,Female,Loyal Customer,44,Business travel,Business,2125,4,4,4,4,4,3,5,5,5,4,5,3,5,3,0,0,satisfied
3836,40730,Male,Loyal Customer,27,Business travel,Eco,590,4,1,1,1,4,4,4,4,5,4,3,5,1,4,0,0,satisfied
3837,127220,Female,Loyal Customer,53,Personal Travel,Eco Plus,621,2,3,2,2,3,5,4,4,4,2,4,4,4,1,0,0,neutral or dissatisfied
3838,44391,Female,Loyal Customer,35,Business travel,Business,3950,1,4,4,4,4,3,3,1,1,1,1,4,1,2,0,0,neutral or dissatisfied
3839,61361,Male,Loyal Customer,40,Business travel,Business,2405,4,5,2,2,4,3,4,4,4,3,4,1,4,3,4,11,neutral or dissatisfied
3840,40552,Female,Loyal Customer,47,Business travel,Business,517,2,2,2,2,5,4,5,4,4,4,4,3,4,1,29,12,satisfied
3841,14634,Female,Loyal Customer,34,Business travel,Business,363,3,4,4,4,2,3,3,3,3,3,3,2,3,2,84,112,neutral or dissatisfied
3842,19067,Female,Loyal Customer,48,Business travel,Eco,642,1,3,3,3,2,3,4,1,1,1,1,3,1,3,71,61,neutral or dissatisfied
3843,71359,Female,disloyal Customer,36,Business travel,Business,258,1,1,1,4,2,1,2,2,4,3,5,4,5,2,8,6,neutral or dissatisfied
3844,99524,Female,Loyal Customer,28,Business travel,Business,528,4,4,4,4,5,5,5,5,4,3,5,4,4,5,0,18,satisfied
3845,3059,Male,Loyal Customer,22,Personal Travel,Eco,340,1,1,1,2,3,1,3,3,4,3,2,1,2,3,0,0,neutral or dissatisfied
3846,111501,Male,disloyal Customer,44,Business travel,Business,391,1,1,1,5,5,1,5,5,5,4,4,4,4,5,1,0,neutral or dissatisfied
3847,18671,Female,Loyal Customer,48,Personal Travel,Eco,262,2,3,2,3,4,4,3,3,3,2,3,3,3,2,0,0,neutral or dissatisfied
3848,78545,Female,Loyal Customer,44,Personal Travel,Eco,666,2,0,2,3,5,4,4,1,1,2,1,3,1,5,22,22,neutral or dissatisfied
3849,25276,Male,Loyal Customer,22,Personal Travel,Eco,425,3,2,3,2,5,3,5,5,4,1,1,4,1,5,0,0,neutral or dissatisfied
3850,60402,Female,Loyal Customer,42,Personal Travel,Eco,1476,4,4,4,4,2,4,3,5,5,4,2,1,5,4,31,26,neutral or dissatisfied
3851,73665,Male,disloyal Customer,26,Business travel,Business,192,3,0,3,3,4,3,4,4,4,3,4,3,5,4,0,0,neutral or dissatisfied
3852,21344,Female,Loyal Customer,62,Business travel,Business,674,1,4,1,1,1,2,3,4,4,4,4,2,4,3,0,0,satisfied
3853,60919,Male,disloyal Customer,32,Business travel,Business,888,2,2,2,3,3,2,3,3,3,2,5,5,4,3,7,1,neutral or dissatisfied
3854,91059,Female,Loyal Customer,25,Personal Travel,Eco,581,0,4,0,1,3,0,2,3,4,4,4,5,5,3,2,0,satisfied
3855,96864,Female,Loyal Customer,36,Business travel,Eco,381,1,4,4,4,1,1,1,1,4,2,4,4,4,1,0,0,neutral or dissatisfied
3856,127503,Female,Loyal Customer,23,Personal Travel,Eco,2075,3,5,3,5,1,3,1,1,3,3,5,2,4,1,5,0,neutral or dissatisfied
3857,26145,Male,Loyal Customer,47,Business travel,Eco,581,2,1,1,1,1,2,1,1,1,4,2,5,3,1,14,4,satisfied
3858,43419,Male,Loyal Customer,49,Business travel,Eco Plus,531,5,4,4,4,3,5,3,3,3,1,2,4,5,3,0,0,satisfied
3859,57784,Male,Loyal Customer,61,Personal Travel,Eco,2611,2,4,2,2,2,5,5,2,3,3,1,5,4,5,0,43,neutral or dissatisfied
3860,67645,Male,disloyal Customer,23,Business travel,Eco,1188,1,1,1,4,2,1,2,2,5,5,4,3,4,2,0,0,neutral or dissatisfied
3861,11474,Female,Loyal Customer,34,Business travel,Eco Plus,201,2,2,4,4,2,2,2,2,3,4,2,2,2,2,2,0,neutral or dissatisfied
3862,42692,Female,Loyal Customer,65,Personal Travel,Eco,627,0,4,1,1,3,5,5,3,3,1,4,5,3,4,0,0,satisfied
3863,76324,Male,Loyal Customer,9,Personal Travel,Eco,2182,4,1,4,4,4,4,4,4,1,1,3,2,3,4,0,0,neutral or dissatisfied
3864,25512,Male,Loyal Customer,40,Business travel,Business,2049,4,4,4,4,1,1,1,4,4,4,4,4,4,2,2,0,satisfied
3865,51228,Female,Loyal Customer,57,Business travel,Eco Plus,156,5,3,3,3,4,3,4,5,5,5,5,3,5,2,5,25,satisfied
3866,78196,Male,Loyal Customer,53,Business travel,Business,3761,2,2,3,2,4,4,5,4,4,4,5,3,4,5,0,0,satisfied
3867,98214,Female,Loyal Customer,50,Business travel,Business,3135,2,2,2,2,4,5,4,5,5,5,5,3,5,4,0,0,satisfied
3868,30534,Male,Loyal Customer,36,Personal Travel,Eco,683,4,2,3,4,2,3,2,2,3,3,3,2,3,2,0,0,neutral or dissatisfied
3869,88995,Female,Loyal Customer,68,Business travel,Eco Plus,1199,1,4,4,4,3,3,2,1,1,1,1,3,1,1,0,0,neutral or dissatisfied
3870,74289,Female,Loyal Customer,23,Business travel,Eco,2288,2,4,4,4,2,2,3,2,1,3,4,2,3,2,0,0,neutral or dissatisfied
3871,2140,Female,Loyal Customer,69,Personal Travel,Eco,431,4,4,4,4,5,4,5,2,2,4,2,3,2,5,0,0,satisfied
3872,29579,Male,Loyal Customer,25,Business travel,Business,1448,1,1,1,1,4,4,4,4,5,5,1,2,1,4,0,0,satisfied
3873,52900,Female,Loyal Customer,46,Business travel,Eco Plus,1024,3,1,1,1,2,2,3,2,2,3,2,3,2,3,0,0,neutral or dissatisfied
3874,105595,Female,Loyal Customer,40,Business travel,Business,2556,1,1,1,1,5,4,5,5,5,4,5,3,5,3,4,7,satisfied
3875,102424,Male,Loyal Customer,48,Personal Travel,Eco,386,1,4,2,4,4,2,4,4,4,4,4,5,4,4,0,0,neutral or dissatisfied
3876,71057,Female,Loyal Customer,37,Business travel,Eco,402,4,2,2,2,4,4,4,4,1,1,1,3,2,4,73,87,neutral or dissatisfied
3877,72847,Female,Loyal Customer,69,Personal Travel,Eco Plus,1013,5,4,5,2,5,5,5,1,1,4,1,5,1,3,0,0,satisfied
3878,8411,Female,Loyal Customer,44,Business travel,Business,862,2,5,5,5,3,4,4,2,2,1,2,2,2,3,0,44,neutral or dissatisfied
3879,57972,Male,Loyal Customer,47,Business travel,Business,420,5,5,5,5,4,5,5,4,4,4,4,4,4,5,0,0,satisfied
3880,108908,Female,Loyal Customer,35,Business travel,Eco,1183,2,1,1,1,2,3,2,2,4,2,3,4,3,2,49,58,neutral or dissatisfied
3881,41161,Female,Loyal Customer,51,Personal Travel,Eco,667,1,5,1,1,3,5,4,5,5,1,5,5,5,3,0,0,neutral or dissatisfied
3882,57722,Female,Loyal Customer,29,Business travel,Business,1754,3,3,3,3,4,4,4,4,4,2,3,3,5,4,0,0,satisfied
3883,62595,Female,Loyal Customer,39,Business travel,Eco,244,5,1,1,1,5,5,5,5,4,4,5,5,4,5,0,1,satisfied
3884,84728,Female,Loyal Customer,48,Business travel,Business,547,5,5,5,5,3,4,5,4,4,4,4,4,4,4,0,0,satisfied
3885,64988,Female,Loyal Customer,53,Business travel,Business,3083,0,0,0,5,5,4,5,2,2,2,2,1,2,1,0,0,satisfied
3886,2340,Female,Loyal Customer,59,Business travel,Business,2721,3,3,3,3,2,4,4,5,5,5,5,5,5,3,15,68,satisfied
3887,23140,Male,disloyal Customer,21,Business travel,Eco,223,3,0,3,1,4,3,5,4,1,1,2,5,4,4,0,0,neutral or dissatisfied
3888,11812,Male,Loyal Customer,41,Business travel,Business,1949,1,1,4,1,5,4,4,4,4,4,4,3,4,5,0,0,satisfied
3889,78591,Male,Loyal Customer,30,Business travel,Business,2894,3,3,3,3,3,3,3,3,5,5,4,3,5,3,8,5,satisfied
3890,13828,Female,Loyal Customer,49,Business travel,Eco,594,3,4,4,4,4,4,3,3,3,3,3,4,3,2,89,77,neutral or dissatisfied
3891,24726,Male,Loyal Customer,59,Personal Travel,Eco,406,3,5,4,1,1,4,1,1,3,5,4,1,5,1,0,18,neutral or dissatisfied
3892,98367,Male,Loyal Customer,7,Personal Travel,Eco,1046,3,3,3,4,1,3,1,1,3,5,4,4,4,1,65,65,neutral or dissatisfied
3893,61652,Male,Loyal Customer,30,Business travel,Business,1379,4,2,2,2,4,4,4,4,1,2,3,4,4,4,0,0,neutral or dissatisfied
3894,119738,Male,Loyal Customer,40,Personal Travel,Eco,1303,3,3,3,3,2,3,2,2,1,3,3,4,4,2,0,0,neutral or dissatisfied
3895,53942,Male,Loyal Customer,44,Personal Travel,Eco,2007,2,4,2,2,4,2,4,4,5,2,3,3,4,4,17,9,neutral or dissatisfied
3896,103749,Female,Loyal Customer,52,Business travel,Business,2960,4,4,4,4,5,5,5,5,5,5,5,4,5,4,0,6,satisfied
3897,114407,Female,Loyal Customer,33,Business travel,Business,3081,4,4,4,4,5,4,4,4,4,4,4,4,4,5,15,8,satisfied
3898,8237,Male,Loyal Customer,61,Personal Travel,Eco,530,4,2,4,3,4,4,3,4,1,2,4,1,3,4,0,0,neutral or dissatisfied
3899,30578,Male,Loyal Customer,49,Business travel,Business,628,4,4,4,4,5,3,3,4,4,3,4,2,4,4,51,43,neutral or dissatisfied
3900,94452,Male,Loyal Customer,45,Business travel,Business,239,2,2,4,2,2,5,5,4,4,4,4,4,4,4,3,0,satisfied
3901,25267,Male,Loyal Customer,46,Business travel,Eco,425,1,2,2,2,1,1,1,1,4,5,4,2,3,1,0,0,neutral or dissatisfied
3902,103225,Female,Loyal Customer,10,Personal Travel,Eco,462,2,5,2,2,3,2,3,3,4,3,4,5,2,3,22,24,neutral or dissatisfied
3903,73407,Male,disloyal Customer,47,Business travel,Eco,720,3,3,3,3,2,3,5,2,4,2,5,3,3,2,0,7,neutral or dissatisfied
3904,107214,Female,disloyal Customer,33,Business travel,Eco Plus,402,2,2,2,3,5,2,5,5,4,5,3,3,3,5,0,0,neutral or dissatisfied
3905,61424,Male,Loyal Customer,49,Business travel,Business,2253,4,4,4,4,3,5,4,4,4,4,4,3,4,3,0,0,satisfied
3906,13325,Female,Loyal Customer,52,Personal Travel,Business,748,3,4,3,4,3,4,4,4,4,3,4,3,4,5,0,0,neutral or dissatisfied
3907,69649,Female,Loyal Customer,51,Business travel,Eco,569,2,2,2,2,2,2,2,4,2,4,4,2,2,2,249,257,neutral or dissatisfied
3908,43125,Male,Loyal Customer,22,Business travel,Eco Plus,236,5,4,4,4,5,5,5,5,5,2,1,5,5,5,3,0,satisfied
3909,95804,Male,disloyal Customer,54,Business travel,Business,1050,2,2,2,3,1,2,1,1,3,2,5,5,4,1,0,0,neutral or dissatisfied
3910,10122,Female,Loyal Customer,30,Business travel,Business,1983,3,3,5,3,3,3,3,3,3,4,5,5,5,3,28,24,satisfied
3911,11824,Female,disloyal Customer,11,Business travel,Eco,986,4,4,4,4,4,4,4,4,1,3,3,4,4,4,0,0,neutral or dissatisfied
3912,87064,Male,Loyal Customer,27,Business travel,Business,3816,1,1,3,1,5,5,5,5,4,4,4,4,5,5,13,2,satisfied
3913,76587,Male,disloyal Customer,25,Business travel,Business,516,3,4,3,1,4,3,4,4,3,5,4,3,4,4,0,0,neutral or dissatisfied
3914,118917,Female,Loyal Customer,42,Personal Travel,Eco,587,2,5,2,1,3,5,5,4,4,2,5,3,4,5,13,24,neutral or dissatisfied
3915,109592,Female,Loyal Customer,42,Business travel,Business,951,4,4,4,4,5,4,4,5,5,5,5,3,5,4,63,51,satisfied
3916,119763,Male,Loyal Customer,60,Personal Travel,Eco Plus,1430,1,1,1,2,3,1,3,3,4,3,2,1,2,3,4,26,neutral or dissatisfied
3917,109503,Male,Loyal Customer,47,Business travel,Business,861,2,2,2,2,3,4,5,3,3,4,3,5,3,3,13,15,satisfied
3918,124613,Male,Loyal Customer,46,Business travel,Business,1671,1,1,1,1,3,4,4,4,4,4,4,5,4,5,0,0,satisfied
3919,68055,Male,disloyal Customer,28,Business travel,Business,868,4,4,4,5,3,4,3,3,5,5,5,3,4,3,0,0,satisfied
3920,113074,Male,Loyal Customer,44,Business travel,Business,2858,2,1,2,2,4,4,5,4,4,4,4,3,4,4,0,4,satisfied
3921,74417,Female,disloyal Customer,23,Business travel,Eco,1242,4,4,4,2,4,4,4,4,3,3,4,3,4,4,0,0,satisfied
3922,109918,Male,Loyal Customer,61,Personal Travel,Eco,1033,3,5,4,3,3,4,3,3,4,5,5,4,5,3,1,0,neutral or dissatisfied
3923,50853,Female,Loyal Customer,39,Personal Travel,Eco,250,4,4,0,4,1,0,1,1,4,2,4,4,4,1,21,11,neutral or dissatisfied
3924,38947,Male,Loyal Customer,64,Business travel,Eco Plus,320,1,3,5,5,1,1,1,1,4,3,4,2,3,1,0,14,neutral or dissatisfied
3925,49701,Male,Loyal Customer,36,Business travel,Business,1538,0,1,1,4,3,3,4,3,3,3,3,4,3,4,0,2,satisfied
3926,26725,Female,Loyal Customer,31,Business travel,Eco Plus,515,5,5,5,5,5,5,5,5,1,4,5,2,3,5,0,3,satisfied
3927,27417,Male,Loyal Customer,51,Business travel,Business,3898,4,4,1,4,5,5,4,5,5,4,5,3,5,3,2,0,satisfied
3928,108655,Male,Loyal Customer,29,Business travel,Business,1747,3,3,3,3,3,3,3,3,1,1,2,3,3,3,11,14,neutral or dissatisfied
3929,66801,Male,Loyal Customer,39,Business travel,Business,2165,3,4,4,4,5,3,4,3,3,3,3,1,3,1,66,68,neutral or dissatisfied
3930,64962,Female,Loyal Customer,54,Business travel,Business,247,2,2,2,2,2,5,5,4,4,4,4,3,4,1,24,15,satisfied
3931,33271,Male,Loyal Customer,34,Personal Travel,Eco Plus,101,1,3,1,2,5,1,5,5,4,2,2,4,4,5,0,0,neutral or dissatisfied
3932,110467,Male,Loyal Customer,54,Personal Travel,Eco,883,3,4,3,3,1,3,1,1,4,4,3,4,4,1,55,28,neutral or dissatisfied
3933,84029,Female,Loyal Customer,63,Personal Travel,Eco Plus,321,2,3,2,2,3,1,4,2,2,2,2,2,2,4,3,0,neutral or dissatisfied
3934,96885,Male,Loyal Customer,42,Personal Travel,Eco,928,1,3,1,4,3,1,2,3,3,3,3,4,3,3,14,17,neutral or dissatisfied
3935,82038,Female,Loyal Customer,39,Personal Travel,Eco,1454,1,4,1,2,4,1,4,4,5,3,5,5,4,4,0,0,neutral or dissatisfied
3936,80923,Female,Loyal Customer,52,Business travel,Business,341,0,0,0,1,4,4,5,2,2,2,2,5,2,5,0,0,satisfied
3937,61998,Male,Loyal Customer,47,Business travel,Business,2475,5,5,5,5,2,3,4,4,4,4,4,4,4,4,0,0,satisfied
3938,17930,Female,Loyal Customer,41,Business travel,Eco Plus,789,4,1,1,1,5,2,5,4,4,4,4,1,4,5,0,0,satisfied
3939,108302,Male,disloyal Customer,23,Business travel,Business,1434,5,0,5,1,3,5,3,3,3,2,5,4,5,3,17,20,satisfied
3940,61899,Female,Loyal Customer,40,Personal Travel,Business,550,4,1,4,3,5,4,4,1,1,4,1,1,1,1,0,0,neutral or dissatisfied
3941,3895,Female,Loyal Customer,57,Business travel,Business,213,2,4,4,4,2,3,4,2,2,2,2,3,2,1,0,0,neutral or dissatisfied
3942,111147,Female,Loyal Customer,49,Business travel,Eco,780,5,5,5,5,3,1,4,5,5,5,5,4,5,4,28,5,satisfied
3943,99960,Female,Loyal Customer,56,Business travel,Business,888,2,2,2,2,2,5,4,5,5,5,5,4,5,3,17,0,satisfied
3944,24647,Female,Loyal Customer,20,Business travel,Eco Plus,666,4,1,1,1,4,5,3,4,4,4,1,5,4,4,0,0,satisfied
3945,43033,Female,Loyal Customer,33,Business travel,Eco,192,1,5,3,5,1,1,1,1,3,5,3,3,3,1,0,0,neutral or dissatisfied
3946,115339,Female,Loyal Customer,67,Business travel,Eco,308,2,5,2,2,1,4,3,2,2,2,2,2,2,1,0,6,neutral or dissatisfied
3947,78334,Female,disloyal Customer,38,Business travel,Business,1547,5,5,5,2,3,5,3,3,5,5,4,4,5,3,9,3,satisfied
3948,1580,Female,Loyal Customer,64,Business travel,Business,2659,1,5,5,5,2,4,4,1,1,1,1,3,1,1,0,0,neutral or dissatisfied
